5290;1.52;1.145;1.1625;1;1
3363;1.52;1.14;1.39;1;1.114
8906;1.52;1.11;1.2535;1;1
8356;1.52;1.11;1.182;1;1.244
8958;1.52;1.11;1.0975;1.37;1.168
9951;1.52;1.09;1.2925;1.31;1.19
1742;1.52;1.07;1.156;1;1.065
4787;1.52;1.07;1;1;1.293
6619;1.52;1.065;1.1495;1.12;1.07
9687;1.52;1;1.3185;1.12;1.065
9868;1.52;1;1.065;1.31;1
5888;1.52;1;1;1.18;1.125
7803;1.51;1.365;1.0975;1.32;1.347
9161;1.51;1.275;1.2925;1;1.168
2678;1.51;1.235;1.0975;1.12;1.125
8369;1.51;1.215;1.2145;1.17;1
9263;1.51;1.21;1.1365;1.04;1.125
9780;1.51;1.205;1.156;1.12;1.054
5323;1.51;1.185;1.078;1.09;1
1243;1.51;1.18;1.2015;1;1.049
3882;1.51;1.18;1.0845;1.09;1
4870;1.51;1.15;1.3185;1.11;1.211
7445;1.51;1.15;1.3185;1;1.049
7046;1.51;1.15;1.2925;1.18;1
4213;1.51;1.13;1.3705;1;1.065
3890;1.51;1.125;1.2925;1.57;1.271
3426;1.51;1.12;1.169;1;1.293
8901;1.51;1.11;1.0975;1;1.049
4406;1.51;1.07;1.052;1.18;1.065
633;1.51;1.065;1.2925;1.12;1.135
5079;1.51;1.06;1.3445;1.43;1
7;1.51;1.06;1.26;1.12;1.038
2910;1.51;1.06;1.247;1;1
6675;1.51;1.05;1.26;1;1.249
7841;1.51;1;1.156;1.17;1.347
6913;1.5;1.41;1.156;1.09;1
3566;1.5;1.34;1.3835;1;1
1033;1.5;1.31;1.2015;1.12;1.217
8819;1.5;1.285;1.3445;1.37;1.135
3953;1.5;1.275;1.416;1;1
6271;1.5;1.24;1.2405;1.32;1.19
8593;1.5;1.24;1.143;1.45;1.477
7514;1.5;1.23;1.156;1;1.244
2416;1.5;1.185;1.143;1.29;1
402;1.5;1.185;1.13;1.45;1.347
9340;1.5;1.18;1.1625;1.09;1.125
1851;1.5;1.155;1;1.22;1.109
5963;1.5;1.15;1.3705;1.14;1.06
8715;1.5;1.135;1.156;1.19;1.293
4201;1.5;1.105;1.3315;1.1;1.065
5025;1.5;1.07;1.1885;1;1
4587;1.5;1.07;1.104;1;1.125
707;1.5;1.07;1;1.22;1.054
6251;1.5;1.07;1;1.14;1
730;1.5;1.06;1.0975;1;1.13
3684;1.5;1.06;1.091;1.33;1.271
6218;1.5;1.045;1.156;1.12;1
7836;1.5;1.02;1.078;1.28;1.065
3226;1.5;1;1.3185;1.17;1.119
2965;1.5;1;1.299;1.07;1
141;1.5;1;1.143;1.11;1.141
8843;1.5;1;1.091;1;1.049
9127;1.5;1;1.078;1.22;1.168
6359;1.5;1;1;1.2;1.043
9418;1.5;1;1;1.19;1.255
4294;1.5;1;1;1.12;1.174
9104;1.49;1.425;1.143;1.31;1.076
7292;1.49;1.395;1.338;1.23;1.19
6401;1.49;1.385;1.2925;1;1.147
9769;1.49;1.38;1.26;1;1
3607;1.49;1.325;1.2405;1;1.152
8954;1.49;1.305;1.143;1.13;1
3497;1.49;1.255;1.1625;1.09;1.233
1480;1.49;1.23;1.351;1;1
7191;1.49;1.225;1.26;1.23;1.125
9290;1.49;1.205;1.2925;1;1.125
3550;1.49;1.19;1.2795;1.31;1.065
9652;1.49;1.18;1.169;1;1
3066;1.49;1.175;1.3835;1.17;1.206
9252;1.49;1.17;1.2665;1.24;1
694;1.49;1.165;1.3705;1.24;1.065
3540;1.49;1.15;1.4485;1;1.049
6755;1.49;1.15;1.351;1.45;1.19
6820;1.49;1.14;1.3705;1.14;1.125
164;1.49;1.14;1.0585;1.12;1.195
1326;1.49;1.14;1;1;1.022
7183;1.49;1.135;1.078;1.18;1.244
9062;1.49;1.125;1.481;1.13;1
6654;1.49;1.12;1.2535;1.13;1.206
4488;1.49;1.12;1.169;1.17;1.174
4707;1.49;1.115;1.1885;1.24;1.098
958;1.49;1.115;1.1625;1.1;1.266
881;1.49;1.11;1.1625;1.18;1
1597;1.49;1.09;1.5265;1;1.206
7101;1.49;1.09;1.1755;1;1.065
8205;1.49;1.07;1;1;1.314
5060;1.49;1.06;1.026;1;1
6326;1.49;1.06;1;1.45;1.13
2036;1.49;1.05;1.1755;1.3;1.168
3795;1.49;1;1.3185;1;1.07
2357;1.49;1;1.2535;1.17;1.125
4864;1.49;1;1.1625;1;1.195
556;1.49;1;1.143;1;1
6648;1.49;1;1.13;1;1.125
131;1.49;1;1.117;1.1;1.282
1106;1.49;1;1.091;1.28;1.049
5646;1.49;1;1.078;1;1.282
7557;1.49;1;1;1;1.06
5244;1.49;1;1;1;1.049
4084;1.48;1.335;1.0975;1;1.13
3132;1.48;1.305;1.117;1.26;1.168
8938;1.48;1.28;1.299;1;1.125
4388;1.48;1.23;1;1.12;1.054
9802;1.48;1.215;1.1755;1.14;1.168
7283;1.48;1.215;1;1.39;1.065
7545;1.48;1.21;1.5785;1.12;1.038
5966;1.48;1.205;1.26;1;1
2150;1.48;1.205;1.2535;1.3;1.049
7453;1.48;1.205;1.1235;1.15;1.081
1085;1.48;1.195;1.2015;1;1.125
2387;1.48;1.18;1.0975;1.12;1
6219;1.48;1.17;1.273;1.24;1
7225;1.48;1.155;1.078;1;1
3110;1.48;1.135;1.2535;1.13;1.049
6535;1.48;1.11;1.0975;1;1.174
130;1.48;1.1;1.1755;1;1
5190;1.48;1.09;1.2925;1.07;1.049
133;1.48;1.09;1.2925;1;1.049
4600;1.48;1.09;1.2925;1;1
3412;1.48;1.07;1.078;1;1.065
2505;1.48;1.06;1.078;1;1.309
4773;1.48;1.06;1.0585;1.45;1.233
6614;1.48;1.05;1.3185;1.07;1.26
2270;1.48;1.05;1.26;1.12;1
7270;1.48;1.05;1.2535;1;1.228
9853;1.48;1.05;1.2405;1;1.119
2234;1.48;1.05;1.1755;1.11;1
9822;1.48;1.05;1.156;1.18;1
437;1.48;1;1.3055;1.12;1.103
2949;1.48;1;1.156;1;1.065
8977;1.48;1;1.1365;1;1.114
3349;1.47;1.37;1.2535;1.09;1
8923;1.47;1.28;1.3445;1;1.266
653;1.47;1.255;1.104;1.09;1
4858;1.47;1.225;1.2925;1.36;1.119
8495;1.47;1.21;1.0455;1.14;1.125
4405;1.47;1.195;1.0455;1;1
8077;1.47;1.18;1.1495;1.12;1.087
4734;1.47;1.175;1.2665;1.5;1.038
839;1.47;1.17;1.273;1;1
2760;1.47;1.17;1;1.12;1.114
2514;1.47;1.155;1.325;1.38;1.098
1738;1.47;1.15;1.2925;1.23;1.13
9890;1.47;1.145;1.2015;1.21;1.103
2967;1.47;1.135;1.026;1.12;1.065
6568;1.47;1.12;1.3315;1.23;1.13
8994;1.47;1.12;1.1105;1.18;1.168
5652;1.47;1.12;1.078;1.54;1.233
5903;1.47;1.115;1.4355;1.04;1
6193;1.47;1.11;1.26;1.33;1.076
5336;1.47;1.105;1.0975;1;1
3825;1.47;1.085;1.234;1.17;1.125
4790;1.47;1.075;1.143;1;1.119
5338;1.47;1.06;1.338;1.13;1
1070;1.47;1.06;1.234;1.4;1.13
3528;1.47;1.06;1.1755;1;1.233
9244;1.47;1.06;1.1495;1.1;1
5838;1.47;1.06;1.117;1.55;1.239
6341;1.47;1;1.2405;1.36;1.146
2718;1.47;1;1.2015;1.24;1.076
4798;1.47;1;1.156;1.08;1.146
2660;1.46;1.305;1.2015;1.38;1.13
6473;1.46;1.28;1.078;1;1.022
851;1.46;1.245;1.0845;1.14;1
3718;1.46;1.23;1.195;1;1.065
2922;1.46;1.23;1.0975;1.23;1.13
2764;1.46;1.225;1.156;1;1.098
665;1.46;1.22;1.195;1.35;1.076
6810;1.46;1.22;1.091;1.12;1
9765;1.46;1.21;1.2145;1.1;1.114
6730;1.46;1.19;1;1;1.233
305;1.46;1.185;1.0455;1.57;1.13
2931;1.46;1.18;1.1625;1;1.412
7207;1.46;1.175;1.3315;1;1.087
3454;1.46;1.17;1.364;1.12;1
1457;1.46;1.145;1.078;1.09;1.266
4781;1.46;1.135;1.0975;1;1.293
8002;1.46;1.13;1;1;1
8975;1.46;1.125;1.0975;1.12;1
1335;1.46;1.12;1.065;1;1.125
3811;1.46;1.115;1.2275;1;1.022
9272;1.46;1.075;1.143;1;1.195
4991;1.46;1.065;1.2275;1.21;1.065
9289;1.46;1.06;1.403;1.36;1.32
7163;1.46;1.06;1.182;1.23;1.065
285;1.46;1.06;1.1365;1.45;1.19
3930;1.46;1.055;1;1.18;1.26
9957;1.46;1.05;1.338;1.1;1
8624;1.46;1.05;1.3055;1;1.065
2995;1.46;1.05;1.0975;1.12;1.168
3878;1.46;1;1.3185;1;1.13
1462;1.46;1;1.156;1.17;1.179
5390;1.46;1;1.078;1.24;1.125
3436;1.46;1;1.078;1.22;1.162
4918;1.46;1;1.065;1.12;1.054
647;1.46;1;1;1.32;1.168
5569;1.45;1.38;1.2795;1.09;1.081
5990;1.45;1.36;1.156;1.45;1.087
515;1.45;1.335;1.338;1;1
8759;1.45;1.33;1.3705;1.12;1.087
4912;1.45;1.32;1.091;1.17;1.244
8712;1.45;1.315;1.208;1.1;1.168
744;1.45;1.305;1.2015;1.09;1
3438;1.45;1.305;1.0455;1.09;1.125
8542;1.45;1.295;1.0975;1.37;1.065
1403;1.45;1.29;1.156;1.09;1.168
418;1.45;1.29;1.0455;1.24;1.152
7873;1.45;1.285;1.4485;1;1.065
5156;1.45;1.275;1.0845;1;1.168
4807;1.45;1.265;1.1755;1.09;1.092
7758;1.45;1.255;1.312;1.16;1.147
760;1.45;1.24;1.3315;1.52;1.065
4953;1.45;1.23;1.2015;1.2;1
9037;1.45;1.22;1.2145;1.04;1
8540;1.45;1.215;1;1.57;1.065
292;1.45;1.21;1.2925;1.18;1.065
278;1.45;1.185;1.156;1.12;1
2713;1.45;1.185;1.13;1.12;1
1852;1.45;1.185;1.0455;1.16;1.125
5484;1.45;1.18;1.0975;1.13;1.065
1151;1.45;1.18;1.0975;1.1;1.189
8574;1.45;1.175;1.2535;1.12;1.125
148;1.45;1.175;1.078;1.09;1.266
9459;1.45;1.155;1;1;1.217
3641;1.45;1.125;1.234;1.17;1.233
5693;1.45;1.125;1.078;1.12;1.125
9059;1.45;1.125;1.0455;1;1.049
7273;1.45;1.12;1.1755;1.11;1
3530;1.45;1.12;1.156;1.12;1.255
3173;1.45;1.12;1.0845;1.12;1.065
1019;1.45;1.12;1;1.54;1.19
7716;1.45;1.115;1;1.44;1.043
6238;1.45;1.105;1.0975;1.12;1.277
6451;1.45;1.09;1.3705;1.09;1.195
7459;1.45;1.09;1.2925;1;1.13
2074;1.45;1.085;1.117;1.23;1.065
8391;1.45;1.085;1.065;1.1;1.168
2556;1.45;1.075;1.1365;1;1
5706;1.45;1.065;1.091;1.12;1.125
233;1.45;1.065;1;1.12;1
2105;1.45;1.06;1.0845;1.22;1
616;1.45;1.06;1.065;1.24;1.472
6958;1.45;1.06;1;1.54;1.201
3430;1.45;1.06;1;1.46;1.298
7002;1.45;1.06;1;1.45;1.195
7256;1.45;1.055;1.078;1;1.022
5825;1.45;1.05;1.3315;1.27;1
5230;1.45;1.05;1.2925;1.18;1.065
395;1.45;1.05;1.2405;1.41;1.141
5892;1.45;1.05;1;1.14;1
2145;1.45;1.05;1;1;1
4896;1.45;1.045;1.325;1.24;1.206
2260;1.45;1;1.273;1.1;1
5008;1.45;1;1.2665;1.12;1.261
7135;1.45;1;1.182;1;1
2853;1.45;1;1.1625;1.17;1
4046;1.45;1;1.156;1.17;1.184
4332;1.45;1;1.156;1;1.233
6024;1.45;1;1.1105;1.12;1.054
2033;1.45;1;1.1105;1;1
1460;1.45;1;1.091;1.42;1.13
4570;1.45;1;1.078;1.12;1.211
2141;1.45;1;1;1.18;1
2451;1.45;1;1;1.17;1.043
1673;1.45;1;1;1.08;1.081
8700;1.44;1.35;1.1755;1;1
7698;1.44;1.345;1;1;1
425;1.44;1.3;1.247;1.24;1.13
1713;1.44;1.28;1.078;1;1.12
3898;1.44;1.28;1.0455;1.12;1
5273;1.44;1.22;1.0975;1;1.125
2776;1.44;1.215;1.403;1.09;1
7390;1.44;1.215;1.2015;1;1.125
5480;1.44;1.195;1.182;1;1
7776;1.44;1.195;1.1755;1.18;1
6841;1.44;1.185;1.221;1.27;1.07
351;1.44;1.18;1.1625;1;1.244
5691;1.44;1.175;1.078;1.54;1.087
4275;1.44;1.17;1;1.14;1.147
7707;1.44;1.155;1.234;1;1
6035;1.44;1.155;1.078;1.12;1.147
5709;1.44;1.135;1.1495;1.31;1.125
550;1.44;1.135;1;1.12;1.168
1894;1.44;1.13;1.234;1.63;1.135
4055;1.44;1.125;1.377;1.24;1.293
452;1.44;1.125;1.1885;1.07;1.125
3747;1.44;1.125;1.1105;1;1.13
4005;1.44;1.12;1.2405;1;1.07
1939;1.44;1.12;1.169;1.36;1.076
1779;1.44;1.11;1.2795;1;1
250;1.44;1.09;1.442;1;1.119
7366;1.44;1.07;1.1625;1.13;1
6104;1.44;1.07;1.026;1.12;1
8671;1.44;1.06;1.1755;1;1.065
584;1.44;1.06;1.065;1.23;1.065
6304;1.44;1.05;1.2535;1;1.179
3800;1.44;1.05;1.1755;1.15;1.211
5867;1.44;1.05;1.078;1;1.125
6802;1.44;1.045;1.143;1;1.125
8253;1.44;1.02;1.065;1.1;1.108
257;1.44;1;1.2535;1;1.07
9866;1.44;1;1.1495;1;1.13
8659;1.44;1;1.143;1.07;1.125
4093;1.44;1;1.0845;1.08;1.146
899;1.44;1;1.078;1.12;1.125
8834;1.44;1;1;1.15;1.13
9625;1.43;1.49;1.338;1.1;1
3001;1.43;1.4;1.2925;1.27;1.06
6858;1.43;1.365;1.0455;1.09;1.125
6900;1.43;1.36;1.4485;1.14;1
1164;1.43;1.36;1.351;1.14;1.043
3879;1.43;1.345;1.143;1;1.125
3455;1.43;1.345;1.078;1;1.168
4285;1.43;1.335;1.4225;1.13;1
7005;1.43;1.315;1.2925;1;1.152
6144;1.43;1.315;1.195;1;1.174
1602;1.43;1.31;1.2925;1.22;1.049
9271;1.43;1.305;1.169;1.09;1.065
961;1.43;1.295;1.338;1.14;1.244
2001;1.43;1.285;1.39;1.22;1.341
1012;1.43;1.265;1.65;1;1.168
7958;1.43;1.26;1.39;1.13;1
4257;1.43;1.255;1.195;1.24;1.125
4051;1.43;1.255;1.0845;1.09;1.195
6534;1.43;1.25;1.195;1.07;1.125
318;1.43;1.245;1.3705;1;1.098
1319;1.43;1.245;1.338;1;1.125
7492;1.43;1.245;1.2925;1;1
6875;1.43;1.225;1.39;1.11;1
5153;1.43;1.22;1.0975;1.14;1.125
3246;1.43;1.215;1.4225;1.1;1
9069;1.43;1.215;1.3835;1.17;1
7096;1.43;1.215;1;1.09;1.06
1132;1.43;1.205;1.5655;1.14;1
3023;1.43;1.205;1.455;1.27;1
7252;1.43;1.2;1.39;1.37;1
3074;1.43;1.195;1.364;1.31;1
970;1.43;1.19;1.3965;1.18;1.022
5758;1.43;1.175;1.2925;1;1.249
7665;1.43;1.175;1.2535;1.04;1.195
7943;1.43;1.175;1.0455;1.14;1.114
7381;1.43;1.17;1.2795;1.12;1
5632;1.43;1.17;1.182;1.54;1.26
5724;1.43;1.165;1.3185;1.07;1
3992;1.43;1.155;1.351;1.21;1.125
6390;1.43;1.155;1;1;1.13
5297;1.43;1.15;1.2925;1;1.412
3667;1.43;1.145;1.403;1;1.152
161;1.43;1.145;1.156;1;1
1666;1.43;1.14;1.39;1.12;1.081
6725;1.43;1.14;1.39;1;1
444;1.43;1.14;1.377;1.24;1
275;1.43;1.125;1.2925;1.14;1.065
6940;1.43;1.125;1.104;1;1.293
5923;1.43;1.12;1.117;1.1;1.19
929;1.43;1.12;1.0715;1;1.065
2460;1.43;1.115;1;1.12;1.065
120;1.43;1.11;1.273;1.17;1.114
5512;1.43;1.09;1.3835;1.17;1.168
3496;1.43;1.09;1.377;1;1
8853;1.43;1.09;1.2925;1;1
9320;1.43;1.085;1;1;1.185
4848;1.43;1.075;1;1;1.125
6683;1.43;1.07;1.169;1.27;1
165;1.43;1.06;1.3445;1.3;1.038
5562;1.43;1.06;1.2535;1.12;1.065
6200;1.43;1.06;1.0975;1;1
7364;1.43;1.06;1.0845;1.19;1.238
412;1.43;1.06;1.078;1;1.168
7913;1.43;1.06;1.0585;1.24;1
5272;1.43;1.06;1;1.18;1
5769;1.43;1.05;1.416;1.15;1.135
5403;1.43;1.05;1.0975;1.18;1.124
503;1.43;1.05;1.0975;1.12;1.065
315;1.43;1;1.1625;1.12;1.125
1942;1.43;1;1.156;1.2;1.065
3329;1.43;1;1.156;1;1.125
534;1.43;1;1.143;1.13;1.174
841;1.43;1;1.143;1.13;1.13
4676;1.43;1;1.0845;1.15;1.065
546;1.43;1;1.078;1.12;1.125
2325;1.43;1;1.078;1.12;1.065
8781;1.43;1;1;1;1.163
1805;1.43;1;1;1;1.146
8236;1.43;1;1;1;1
6716;1.42;1.425;1.0975;1.16;1.293
3812;1.42;1.415;1.221;1;1.13
1197;1.42;1.41;1;1.23;1
2313;1.42;1.36;1.2015;1.04;1.244
5352;1.42;1.305;1.2275;1;1
8383;1.42;1.305;1.156;1.09;1.125
3861;1.42;1.3;1.169;1.21;1
2371;1.42;1.29;1.0455;1.09;1
4126;1.42;1.285;1.0715;1.15;1.19
1927;1.42;1.26;1.299;1;1.125
7398;1.42;1.25;1.429;1.04;1
3322;1.42;1.245;1.2145;1.04;1
6967;1.42;1.24;1.1495;1.23;1.065
5216;1.42;1.22;1.078;1.23;1.065
4147;1.42;1.2;1.1235;1;1.065
5746;1.42;1.195;1.2015;1;1.163
6277;1.42;1.195;1.1625;1.12;1.293
9835;1.42;1.19;1.182;1.19;1.13
5658;1.42;1.18;1.338;1;1.13
6830;1.42;1.18;1.1235;1.1;1
1923;1.42;1.18;1.0975;1.07;1.049
3101;1.42;1.17;1.2535;1;1.174
988;1.42;1.17;1.234;1;1.347
6637;1.42;1.165;1.221;1.1;1.293
319;1.42;1.16;1.091;1.36;1.352
343;1.42;1.155;1.559;1;1
4529;1.42;1.145;1.0455;1;1.065
8772;1.42;1.135;1.1755;1;1.179
3244;1.42;1.135;1.0975;1;1
6300;1.42;1.125;1.2795;1.19;1.206
2876;1.42;1.125;1.195;1.26;1.297
1124;1.42;1.125;1.1885;1;1.125
9741;1.42;1.125;1.156;1;1.125
